[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
21=, 21,  4.995,  351, 358, 379,"VV 2",2981695,124363162, 10.26,  2.231
22=, 22,  5.195,  379, 383, 385,"VV 2", 425453, 11643473,  0.96,  0.209
23=, 23,  5.234,  385, 387, 398,"VV 9", 417766, 20928669,  1.73,  0.375
24=, 24,  5.369,  398, 404, 409,"VV 4", 289997, 12532351,  1.03,  0.225
25=, 25,  5.601,  428, 433, 442,"VV 2", 296213, 14987101,  1.24,  0.269
26=, 26,  5.724,  442, 448, 475,"VV 4", 278411, 25349505,  2.09,  0.455
27=, 27,  6.014,  475, 483, 497,"VV  ", 444071, 20783148,  1.71,  0.373
28=, 28,  6.176,  497, 503, 513,"VV 2", 352148, 15785589,  1.30,  0.283
29=, 29,  6.290,  513, 517, 522,"VV 3", 160700,  6063851,  0.50,  0.109
30=, 30,  6.405,  522, 532, 536,"VV 4", 157507, 10658686,  0.88,  0.191
31=, 31,  6.500,  536, 543, 545,"VV 7", 168139,  6511707,  0.54,  0.117
32=, 32,  6.552,  545, 550, 552,"VV 6", 173872,  5725883,  0.47,  0.103
33=, 33,  6.611,  552, 557, 561,"VV  ", 264114,  9895280,  0.82,  0.177
34=, 34,  6.701,  561, 568, 586,"VV  ", 498614, 27412938,  2.26,  0.492
35=, 35,  6.894,  586, 592, 598,"VV 9", 137067,  5794643,  0.48,  0.104
36=, 36,  7.008,  598, 606, 613,"VV 3", 129452,  5313152,  0.44,  0.095
37=, 37,  7.193,  621, 629, 632,"VV 2", 170599,  5217729,  0.43,  0.094
38=, 38,  7.266,  632, 637, 655,"VV 2",2175346, 54828528,  4.52,  0.983
39=, 39,  7.588,  669, 677, 694,"VV  ", 577870, 21050100,  1.74,  0.378
40=, 40,  7.976,  720, 725, 734,"VV  ", 279898,  8318204,  0.69,  0.149
41=, 41,  8.183,  743, 750, 758,"VV 5",  52891,  2109706,  0.17,  0.038
42=, 42,  8.583,  793, 800, 815,"VV  ", 374063, 10934547,  0.90,  0.196
43=, 43,  8.825,  822, 829, 844,"VV 2", 828237, 28995181,  2.39,  0.520
44=, 44,  8.980,  844, 849, 856,"VV 7", 137443,  6051410,  0.50,  0.109
45=, 45,  9.049,  856, 857, 860,"VV 3",  79759,  1413358,  0.12,  0.025
46=, 46,  9.149,  865, 869, 883,"VV  ",  86495,  5446415,  0.45,  0.098
47=, 47,  9.467,  901, 908, 915,"VV 5",  76163,  3360262,  0.28,  0.060
48=, 48,  9.556,  915, 919, 925,"VV 5",  54210,  1850047,  0.15,  0.033
49=, 49,  9.990,  966, 973, 986,"PV 4",  86725,  3293092,  0.27,  0.059
50=, 50, 10.366, 1004,1019,1060,"PV 3",11143752,350652154, 28.93,  6.290
51=, 51, 10.711, 1060,1062,1074,"VV 3",  19804,   945473,  0.08,  0.017
52=, 52, 11.370, 1134,1143,1156,"PV  ", 321369, 11321210,  0.93,  0.203
53=, 53, 11.528, 1156,1162,1172,"VV 4", 120170,  4768215,  0.39,  0.086
54=, 54, 11.652, 1172,1177,1187,"VV 3", 117932,  3825371,  0.32,  0.069
55=, 55, 11.893, 1201,1207,1212,"VV 10",  47156,  1392745,  0.11,  0.025
56=, 56, 12.048, 1219,1226,1232,"VV 2",  37319,  1078483,  0.09,  0.019
57=, 57, 12.158, 1234,1240,1248,"VV  ",  38760,  1246970,  0.10,  0.022
58=, 58, 12.458, 1266,1277,1289,"PV 4",  71978,  2542437,  0.21,  0.046
59=, 59, 12.597, 1289,1294,1310,"VV 8",  32254,   987088,  0.08,  0.018
60=, 60, 13.863, 1432,1450,1461,"PV 5", 168789, 10785652,  0.89,  0.193
61=, 61, 14.016, 1461,1469,1483,"VV 2", 113436,  4969410,  0.41,  0.089
62=, 62, 14.250, 1490,1497,1518,"VV 7", 176387, 10503890,  0.87,  0.188
63=, 63, 14.863, 1563,1573,1606,"PV  ",3706631,118331102,  9.76,  2.122
64=, 64, 15.165, 1606,1610,1628,"VV 7",  52724,  2377887,  0.20,  0.043
65=, 65, 15.535, 1641,1655,1666,"BV 2",  47584,  1960044,  0.16,  0.035
66=, 66, 15.819, 1682,1690,1703,"PV  ", 229456,  7192331,  0.59,  0.129
67=, 67, 16.016, 1707,1715,1716,"PV 3",   8262,   106693,  0.01,  0.002
68=, 68, 16.406, 1748,1763,1768,"VV 5",  48958,  1659143,  0.14,  0.030
69=, 69, 16.512, 1768,1776,1806,"VV  ", 745074, 24237388,  2.00,  0.435
70=, 70, 17.634, 1903,1914,1919,"PV 2", 420228, 13782706,  1.14,  0.247
71=, 71, 17.694, 1919,1921,1935,"VV 2", 200708,  6659010,  0.55,  0.119
72=, 72, 17.858, 1935,1941,1959,"VV 9", 125694,  5160566,  0.43,  0.093
73=, 73, 18.123, 1959,1974,2005,"VV  ",1700534, 68076473,  5.62,  1.221
74=, 74, 18.511, 2012,2022,2031,"VV 6", 140615,  4602231,  0.38,  0.083
75=, 75, 19.010, 2069,2083,2086,"BV 4", 152299,  8140873,  0.67,  0.146
76=, 76, 19.130, 2086,2098,2105,"VV 3", 186016, 14758257,  1.22,  0.265
77=, 77, 19.201, 2105,2107,2118,"VV 7", 151511,  8440818,  0.70,  0.151
78=, 78, 19.319, 2118,2121,2127,"VV 8", 150157,  6189726,  0.51,  0.111
79=, 79, 19.401, 2127,2131,2141,"VV 5", 173158,  9770494,  0.81,  0.175
80=, 80, 19.549, 2141,2150,2161,"VV 7", 222430, 13097332,  1.08,  0.235
81=, 81, 19.702, 2161,2168,2185,"VV 2", 482104, 25690608,  2.12,  0.461
82=, 82, 19.929, 2185,2196,2227,"VV  ",30157590,1212015562,100.00, 21.740
83=, 83, 20.205, 2227,2230,2237,"VV 2", 365462, 16460935,  1.36,  0.295
84=, 84, 20.311, 2237,2243,2258,"VV 4", 541542, 28735409,  2.37,  0.515
85=, 85, 20.479, 2258,2264,2287,"VV 5", 117732,  9351632,  0.77,  0.168
86=, 86, 20.842, 2299,2309,2319,"VV 2", 177648,  7282713,  0.60,  0.131
87=, 87, 21.186, 2343,2351,2364,"VV 2",  53948,  2981087,  0.25,  0.053
88=, 88, 21.447, 2375,2383,2389,"VV 5",  41997,  1675659,  0.14,  0.030
89=, 89, 21.679, 2406,2412,2424,"VV 10",  61746,  2486091,  0.21,  0.045
90=, 90, 21.873, 2430,2436,2455,"BV 10",  47320,  1801560,  0.15,  0.032
91=, 91, 22.365, 2488,2496,2502,"VV 2",  76678,  2635725,  0.22,  0.047
92=, 92, 22.444, 2502,2506,2512,"VV 5",  58314,  2146404,  0.18,  0.038
93=, 93, 22.545, 2512,2518,2522,"VV 7",  50317,  1663453,  0.14,  0.030
94=, 94, 22.587, 2522,2524,2528,"VV 5",  52166,  1405251,  0.12,  0.025
95=, 95, 22.634, 2528,2529,2533,"VV 4",  51265,  1259658,  0.10,  0.023
96=, 96, 22.732, 2533,2542,2549,"VV 4",  70637,  4417752,  0.36,  0.079
97=, 97, 22.837, 2549,2554,2560,"VV 3",  81684,  3581946,  0.30,  0.064
98=, 98, 22.912, 2560,2564,2565,"VV 2",  71961,  1363839,  0.11,  0.024
99=, 99, 22.957, 2565,2569,2587,"VV 4", 108572,  5531396,  0.46,  0.099
100=,100, 23.301, 2599,2612,2615,"PV 2",  76287,  2456324,  0.20,  0.044
101=,101, 23.449, 2615,2630,2653,"VV 10", 773800, 72260070,  5.96,  1.296
102=,102, 23.692, 2653,2660,2668,"VV  ", 573110, 24772237,  2.04,  0.444
103=,103, 23.819, 2668,2675,2701,"VV  ",3544284,145152105, 11.98,  2.604
104=,104, 24.056, 2701,2704,2716,"VV 4", 156653,  9436206,  0.78,  0.169
105=,105, 24.434, 2744,2751,2756,"VV 8",  97710,  3762841,  0.31,  0.067
106=,106, 24.578, 2756,2769,2793,"VV 4", 169427,  9887469,  0.82,  0.177
107=,107, 24.918, 2793,2811,2816,"PV 2", 292755,  9322943,  0.77,  0.167
108=,108, 25.171, 2816,2842,2852,"VV  ",1975807, 72378613,  5.97,  1.298
109=,109, 25.296, 2852,2857,2879,"VV 3", 169265,  9200987,  0.76,  0.165
110=,110, 26.171, 2934,2965,2984,"PV 3", 196586, 37410381,  3.09,  0.671
111=,111, 26.338, 2984,2985,2990,"VV 5", 145939,  4520395,  0.37,  0.081
112=,112, 26.421, 2990,2996,3004,"VV  ", 155698,  8937954,  0.74,  0.160
113=,113, 26.498, 3004,3005,3017,"VV  ", 118607,  6916418,  0.57,  0.124
114=,114, 27.048, 3059,3073,3112,"VV  ",1301615, 67902728,  5.60,  1.218
115=,115, 28.252, 3212,3221,3223,"VV 8",  41396,  1328291,  0.11,  0.024
116=,116, 28.410, 3227,3240,3263,"VV 4", 153963, 12258932,  1.01,  0.220
117=,117, 28.811, 3283,3290,3299,"VV 4",  42057,  1949153,  0.16,  0.035
118=,118, 29.235, 3332,3342,3353,"VV 4",  42553,  2343838,  0.19,  0.042
119=,119, 29.922, 3420,3427,3434,"PV  ", 116525,  3418280,  0.28,  0.061
120=,120, 30.048, 3434,3442,3471,"VV 9",  65742,  5689928,  0.47,  0.102
121=,121, 30.836, 3532,3539,3548,"VV 4",  47907,  1564229,  0.13,  0.028
122=,122, 31.131, 3568,3575,3582,"VV  ", 120925,  3783857,  0.31,  0.068
123=,123, 31.243, 3582,3589,3602,"VV 5", 119688,  4125158,  0.34,  0.074
124=,124, 31.997, 3669,3682,3692,"PV 5",  31521,  1883755,  0.16,  0.034
125=,125, 33.151, 3817,3824,3832,"VV 4",  38237,  1354361,  0.11,  0.024
126=,126, 34.584, 3992,4000,4006,"VV 4",  35544,  1266494,  0.10,  0.023
127=,127, 35.001, 4042,4052,4059,"PV  ", 232217,  6521965,  0.54,  0.117
[INT TIC: JTB-E02-201-14.D\data.ms]
Time=,Thu Aug 08 10:12:44 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.286,   19,  25,  40,"PV  ",1169774, 27740822,  4.09,  0.693
2=,  2,  2.427,   40,  42,  56,"VV  ",  94694,  5281745,  0.78,  0.132
3=,  3,  2.570,   56,  59,  62,"VV  ", 132252,  3036754,  0.45,  0.076
4=,  4,  2.623,   62,  66,  83,"VV  ", 228975,  8658390,  1.28,  0.216
5=,  5,  2.797,   83,  87, 107,"VV  ", 398949, 13411707,  1.98,  0.335
6=,  6,  3.017,  111, 114, 119,"VV 4",  70733,  1928532,  0.28,  0.048
7=,  7,  3.121,  119, 127, 135,"VV 2",5821737,150734032, 22.25,  3.765
8=,  8,  3.205,  135, 138, 147,"VV  ",1569714, 51638243,  7.62,  1.290
9=,  9,  3.322,  147, 152, 170,"VV  ",4380065,148819513, 21.97,  3.718
10=, 10,  3.479,  170, 171, 188,"VV 8", 381709, 24240934,  3.58,  0.606
11=, 11,  3.692,  192, 198, 210,"VV  ",11119620,290053869, 42.82,  7.246
12=, 12,  3.828,  210, 214, 225,"VV  ",3745266,127353659, 18.80,  3.181
13=, 13,  3.977,  225, 233, 236,"VV 2",2493621, 69896276, 10.32,  1.746
14=, 14,  4.025,  236, 239, 253,"VV  ",2888258, 93182825, 13.75,  2.328
15=, 15,  4.172,  253, 257, 260,"VV 4", 455058, 14939221,  2.21,  0.373
16=, 16,  4.249,  260, 266, 311,"VV  ",15100306,479163152, 70.73, 11.970
17=, 17,  4.655,  311, 316, 331,"VV  ", 448315, 23140186,  3.42,  0.578
18=, 18,  4.820,  331, 336, 350,"VV 2",1325598, 48398881,  7.14,  1.209
19=, 19,  4.980,  350, 356, 363,"VV  ",2615279, 77466313, 11.43,  1.935
20=, 20,  5.052,  363, 365, 376,"VV  ", 670395, 29529606,  4.36,  0.738
21=, 21,  5.180,  376, 381, 384,"VV 4", 348759, 11227554,  1.66,  0.280
22=, 22,  5.215,  384, 385, 398,"VV 2", 321178, 17185516,  2.54,  0.429
23=, 23,  5.353,  398, 402, 407,"VV 2", 216268,  7550546,  1.11,  0.189
24=, 24,  5.590,  426, 431, 436,"VV 2", 217335,  7674589,  1.13,  0.192
25=, 25,  5.709,  442, 446, 459,"VV 2", 254111, 12206487,  1.80,  0.305
26=, 26,  6.001,  475, 482, 495,"VV  ", 381108, 15633225,  2.31,  0.391
27=, 27,  6.161,  495, 502, 510,"VV 2", 361275, 12256781,  1.81,  0.306
28=, 28,  6.356,  510, 526, 535,"VV 8", 178023, 13930873,  2.06,  0.348
29=, 29,  6.511,  535, 545, 546,"VV 8", 127155,  6512441,  0.96,  0.163
30=, 30,  6.598,  546, 555, 560,"VV  ", 194325, 10231228,  1.51,  0.256
31=, 31,  6.683,  560, 566, 585,"VV  ", 400421, 15767264,  2.33,  0.394
32=, 32,  6.996,  599, 604, 609,"VV 3",  78656,  2106312,  0.31,  0.053
33=, 33,  7.180,  621, 627, 629,"PV 3", 128575,  2503222,  0.37,  0.063
34=, 34,  7.239,  629, 634, 645,"VV  ",2375759, 55967362,  8.26,  1.398
35=, 35,  7.582,  662, 676, 693,"BV  ", 419268, 12659954,  1.87,  0.316
36=, 36,  7.963,  712, 723, 739,"VV 2", 224638,  6737015,  0.99,  0.168
37=, 37,  8.168,  744, 749, 755,"VV 6",  36085,  1087904,  0.16,  0.027
38=, 38,  8.559,  789, 797, 819,"PV  ",1048861, 27081368,  4.00,  0.676
39=, 39,  8.811,  822, 828, 842,"VV 2", 481106, 16321735,  2.41,  0.408
40=, 40,  8.960,  842, 846, 859,"VV 2",  94070,  4253379,  0.63,  0.106
41=, 41,  9.135,  863, 868, 879,"VV  ",  36273,  1331128,  0.20,  0.033
42=, 42,  9.458,  899, 907, 913,"PV 6",  42131,  1474070,  0.22,  0.037
43=, 43,  9.541,  913, 918, 927,"VV 4",  80412,  2484622,  0.37,  0.062
44=, 44,  9.978,  964, 971, 978,"PV 4",  81198,  2418288,  0.36,  0.060
45=, 45, 10.352, 1002,1017,1057,"VV 3",22102591,677458523,100.00, 16.923
46=, 46, 10.709, 1057,1061,1070,"VV 3",  68242,  4015980,  0.59,  0.100
47=, 47, 10.788, 1070,1071,1087,"VV 3",  57533,  3180174,  0.47,  0.079
48=, 48, 11.362, 1133,1142,1155,"VV  ", 237836,  8919806,  1.32,  0.223
49=, 49, 11.517, 1155,1161,1170,"VV  ", 132177,  5773329,  0.85,  0.144
50=, 50, 11.637, 1170,1176,1183,"VV 4", 145513,  4851055,  0.72,  0.121
51=, 51, 12.033, 1219,1224,1233,"VV  ",  41710,  1422569,  0.21,  0.036
52=, 52, 12.161, 1233,1240,1244,"VV  ",  32274,  1007174,  0.15,  0.025
53=, 53, 12.443, 1264,1275,1285,"PV  ",  59137,  2121323,  0.31,  0.053
54=, 54, 12.580, 1285,1292,1299,"PV 6",  79495,  2220911,  0.33,  0.055
55=, 55, 13.817, 1432,1444,1460,"PV 5", 271436, 13991701,  2.07,  0.350
56=, 56, 14.001, 1460,1467,1483,"VV 2", 126747,  5701062,  0.84,  0.142
57=, 57, 14.243, 1483,1497,1509,"VV 8", 118683,  7607465,  1.12,  0.190
58=, 58, 14.364, 1509,1511,1517,"VV 6",  51858,  1447540,  0.21,  0.036
59=, 59, 14.853, 1552,1572,1605,"PV  ",4491397,142263355, 21.00,  3.554
60=, 60, 15.167, 1605,1610,1620,"VV 6",  82879,  2907350,  0.43,  0.073
61=, 61, 15.523, 1646,1654,1661,"BV 2",  43711,  1520464,  0.22,  0.038
62=, 62, 15.810, 1679,1689,1698,"PV  ", 659691, 19182341,  2.83,  0.479
63=, 63, 15.911, 1698,1702,1709,"VV  ",  63799,  2452252,  0.36,  0.061
64=, 64, 16.001, 1709,1713,1716,"VV 4",  42151,  1096408,  0.16,  0.027
65=, 65, 16.395, 1753,1761,1767,"VV 4",  48106,  1559633,  0.23,  0.039
66=, 66, 16.504, 1767,1775,1787,"VV  ", 918229, 26564084,  3.92,  0.664
67=, 67, 16.627, 1787,1790,1804,"VV 7",  37758,  1585589,  0.23,  0.040
68=, 68, 17.627, 1903,1913,1938,"VV 4",1165413, 45814213,  6.76,  1.144
69=, 69, 17.849, 1938,1940,1942,"VV 3",  35146,   608566,  0.09,  0.015
70=, 70, 17.888, 1942,1945,1958,"VV 3",  42692,  1816089,  0.27,  0.045
71=, 71, 18.117, 1958,1973,2004,"VV  ", 408625, 20601188,  3.04,  0.515
72=, 72, 18.505, 2012,2021,2043,"VV 6", 407480, 14840831,  2.19,  0.371
73=, 73, 18.821, 2046,2060,2065,"VV 6", 197923, 13148730,  1.94,  0.328
74=, 74, 18.886, 2065,2068,2070,"VV 3", 199360,  4316548,  0.64,  0.108
75=, 75, 18.908, 2070,2071,2075,"VV 3", 193912,  5101248,  0.75,  0.127
76=, 76, 18.973, 2075,2079,2089,"VV 3", 214803, 12588692,  1.86,  0.314
77=, 77, 19.065, 2089,2090,2092,"VV 2", 174445,  2864266,  0.42,  0.072
78=, 78, 19.128, 2092,2098,2108,"VV 4", 228551, 14769880,  2.18,  0.369
79=, 79, 19.220, 2108,2109,2114,"VV 5", 177212,  4709864,  0.70,  0.118
80=, 80, 19.398, 2122,2131,2139,"VV 4", 190030, 12852620,  1.90,  0.321
81=, 81, 19.540, 2143,2149,2159,"VV 4", 177819, 10530971,  1.55,  0.263
82=, 82, 19.697, 2159,2168,2180,"VV  ", 467978, 24946337,  3.68,  0.623
83=, 83, 19.824, 2180,2183,2187,"VV 2", 135922,  4616677,  0.68,  0.115
84=, 84, 19.925, 2187,2196,2224,"VV  ",5643572,304739765, 44.98,  7.612
85=, 85, 20.213, 2224,2231,2236,"VV 3", 254215, 13374518,  1.97,  0.334
86=, 86, 20.307, 2236,2243,2256,"VV 3", 464019, 23015170,  3.40,  0.575
87=, 87, 20.473, 2256,2263,2287,"VV 3", 112656, 10021950,  1.48,  0.250
88=, 88, 20.839, 2295,2308,2333,"VV 2", 200290, 11792948,  1.74,  0.295
89=, 89, 21.185, 2344,2351,2368,"VV 3", 131026,  7081382,  1.05,  0.177
90=, 90, 21.682, 2398,2412,2424,"VV 10",  65788,  4302162,  0.64,  0.107
91=, 91, 21.875, 2430,2436,2451,"VV 9",  49940,  2120498,  0.31,  0.053
92=, 92, 22.358, 2486,2495,2499,"VV 2",  73627,  2476189,  0.37,  0.062
93=, 93, 22.439, 2499,2505,2512,"VV 5", 112708,  4761391,  0.70,  0.119
94=, 94, 22.520, 2512,2515,2531,"VV 5",  84873,  6453942,  0.95,  0.161
95=, 95, 22.659, 2531,2533,2535,"VV 3",  62654,  1064354,  0.16,  0.027
96=, 96, 22.736, 2535,2542,2549,"VV 3", 100857,  5225107,  0.77,  0.131
97=, 97, 22.840, 2549,2555,2563,"VV 3",  84141,  4377801,  0.65,  0.109
98=, 98, 22.954, 2563,2569,2583,"VV 5", 106047,  5191825,  0.77,  0.130
99=, 99, 23.284, 2591,2609,2617,"VV 7", 124828,  8659262,  1.28,  0.216
100=,100, 23.412, 2617,2625,2636,"VV 9", 133701, 10771516,  1.59,  0.269
101=,101, 23.511, 2636,2637,2645,"VV 5", 104799,  3959694,  0.58,  0.099
102=,102, 23.622, 2645,2651,2653,"VV 3", 144976,  4754634,  0.70,  0.119
103=,103, 23.689, 2653,2659,2668,"VV  ", 485601, 19404589,  2.86,  0.485
104=,104, 23.818, 2668,2675,2698,"VV  ",2210629, 95839293, 14.15,  2.394
105=,105, 24.056, 2698,2704,2713,"VV 7", 319147, 13744029,  2.03,  0.343
106=,106, 24.172, 2713,2719,2745,"VV 10", 118207, 11454087,  1.69,  0.286
107=,107, 24.431, 2745,2751,2757,"VV 4",  53630,  2042868,  0.30,  0.051
108=,108, 24.560, 2761,2767,2786,"VV 3",  57827,  4225897,  0.62,  0.106
109=,109, 24.915, 2786,2810,2829,"VV 2", 515305, 36526816,  5.39,  0.912
110=,110, 25.169, 2829,2842,2851,"VV  ",2386176, 87989680, 12.99,  2.198
111=,111, 25.298, 2851,2857,2869,"VV  ", 979499, 39699619,  5.86,  0.992
112=,112, 25.889, 2920,2930,2931,"PV 9", 197044,  4990730,  0.74,  0.125
113=,113, 25.969, 2931,2940,2953,"VV 9", 200843, 19690465,  2.91,  0.492
114=,114, 26.089, 2953,2955,2961,"VV 6", 158893,  5565287,  0.82,  0.139
115=,115, 26.151, 2961,2962,2964,"VV 2", 138308,  2082330,  0.31,  0.052
116=,116, 26.182, 2964,2966,2976,"VV 8", 132133,  6152037,  0.91,  0.154
117=,117, 26.419, 2988,2995,3002,"VV  ",  54415,  2411724,  0.36,  0.060
118=,118, 27.045, 3062,3072,3088,"BV  ", 644541, 28113727,  4.15,  0.702
119=,119, 27.205, 3088,3092,3113,"VV 3", 104500,  5425153,  0.80,  0.136
120=,120, 27.810, 3157,3167,3177,"PV 6",  79518,  2642770,  0.39,  0.066
121=,121, 28.241, 3211,3220,3227,"PV 6",  40063,  1355734,  0.20,  0.034
122=,122, 28.404, 3227,3240,3264,"VV 4",  99843,  8047234,  1.19,  0.201
123=,123, 29.237, 3333,3342,3356,"VV 9",  59237,  2985309,  0.44,  0.075
124=,124, 29.922, 3416,3427,3436,"PV  ",1057738, 30473573,  4.50,  0.761
125=,125, 30.069, 3436,3445,3472,"VV 10",  60651,  5761568,  0.85,  0.144
126=,126, 30.833, 3524,3539,3552,"VV 3", 406418, 12938205,  1.91,  0.323
127=,127, 31.130, 3562,3575,3583,"VV 2", 146993,  5300188,  0.78,  0.132
128=,128, 31.243, 3583,3589,3599,"VV 2",  69904,  2549609,  0.38,  0.064
129=,129, 31.509, 3615,3622,3627,"PV 10",  30124,   808948,  0.12,  0.020
130=,130, 31.597, 3627,3633,3637,"VV 8",  39248,  1389243,  0.21,  0.035
131=,131, 31.687, 3637,3644,3648,"VV 8",  27717,  1238273,  0.18,  0.031
132=,132, 31.945, 3670,3676,3677,"VV 4",  33879,   977426,  0.14,  0.024
133=,133, 31.975, 3677,3679,3697,"VV 4",  35845,  1926015,  0.28,  0.048
134=,134, 33.025, 3798,3809,3816,"PV 10", 116656,  3666943,  0.54,  0.092
135=,135, 33.145, 3816,3823,3831,"VV 4",  52834,  1883695,  0.28,  0.047
136=,136, 34.998, 4041,4052,4067,"PV  ", 277189,  8204282,  1.21,  0.205
137=,137, 36.993, 4280,4297,4304,"PV  ", 115659,  3328728,  0.49,  0.083
[INT TIC: JTB-E02-201-15.D\data.ms]
Time=,Thu Aug 08 10:12:45 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.285,   21,  24,  48,"PV  ",1138053, 28392651,  4.27,  0.668
2=,  2,  2.496,   48,  50,  56,"VV  ",  63348,  1996928,  0.30,  0.047
3=,  3,  2.569,   56,  59,  64,"VV  ", 148970,  3453441,  0.52,  0.081
4=,  4,  2.624,   64,  66,  83,"VV  ",  95749,  5272738,  0.79,  0.124
5=,  5,  2.796,   83,  87, 111,"VV  ", 613302, 18505898,  2.78,  0.435
6=,  6,  3.017,  111, 114, 119,"VV 2",  88960,  2357201,  0.35,  0.055
7=,  7,  3.120,  119, 127, 135,"VV 2",5900860,136842246, 20.56,  3.218
8=,  8,  3.204,  135, 138, 147,"VV  ",1773833, 56490284,  8.49,  1.329
9=,  9,  3.323,  147, 152, 192,"VV  ",4839837,216520353, 32.53,  5.092
10=, 10,  3.691,  192, 197, 210,"VV  ",13633380,348841074, 52.41,  8.205
11=, 11,  3.827,  210, 214, 225,"VV  ",4227432,143162224, 21.51,  3.367
12=, 12,  3.939,  225, 228, 231,"VV  ",1078201, 28477401,  4.28,  0.670
13=, 13,  3.974,  231, 232, 235,"VV  ", 943624, 17223870,  2.59,  0.405
14=, 14,  4.025,  235, 239, 253,"VV  ",1823320, 72303130, 10.86,  1.701
15=, 15,  4.180,  253, 258, 260,"VV 5", 503250, 16087280,  2.42,  0.378
16=, 16,  4.248,  260, 266, 310,"VV  ",16711674,555205180, 83.42, 13.058
17=, 17,  4.653,  310, 316, 331,"VV  ", 615945, 32396547,  4.87,  0.762
18=, 18,  4.819,  331, 336, 350,"VV 2",1204036, 49308813,  7.41,  1.160
19=, 19,  4.979,  350, 356, 363,"VV  ",2977971, 92055497, 13.83,  2.165
20=, 20,  5.049,  363, 365, 376,"VV  ", 848833, 37847105,  5.69,  0.890
21=, 21,  5.178,  376, 380, 398,"VV 5", 489570, 38923479,  5.85,  0.915
22=, 22,  5.354,  398, 402, 406,"VV 3", 296134, 10291825,  1.55,  0.242
23=, 23,  5.587,  427, 431, 436,"VV 2", 324413, 11393724,  1.71,  0.268
24=, 24,  5.709,  441, 446, 457,"VV 3", 330094, 15812128,  2.38,  0.372
25=, 25,  5.999,  475, 482, 496,"VV  ", 491667, 21462379,  3.22,  0.505
26=, 26,  6.159,  496, 501, 512,"VV  ", 439576, 17167690,  2.58,  0.404
27=, 27,  6.283,  512, 517, 520,"VV 4", 149944,  5229012,  0.79,  0.123
28=, 28,  6.351,  520, 525, 529,"VV 4", 193491,  6950145,  1.04,  0.163
29=, 29,  6.390,  529, 530, 535,"VV 4", 150236,  4544494,  0.68,  0.107
30=, 30,  6.595,  540, 555, 559,"VV  ", 248632, 17093990,  2.57,  0.402
31=, 31,  6.684,  559, 566, 585,"VV  ", 623309, 29894255,  4.49,  0.703
32=, 32,  6.994,  599, 604, 613,"VV 3", 120154,  4771360,  0.72,  0.112
33=, 33,  7.174,  617, 626, 630,"VV 2", 114700,  4278737,  0.64,  0.101
34=, 34,  7.256,  630, 636, 659,"VV  ",2629635, 68055367, 10.23,  1.601
35=, 35,  7.566,  667, 675, 691,"VV  ", 557347, 19789959,  2.97,  0.465
36=, 36,  7.821,  698, 706, 711,"VV 7",  48871,  1923459,  0.29,  0.045
37=, 37,  7.959,  711, 723, 738,"VV 2", 268369,  9328495,  1.40,  0.219
38=, 38,  8.171,  743, 749, 763,"VV 5",  57223,  1797327,  0.27,  0.042
39=, 39,  8.568,  791, 798, 810,"PV  ",1161729, 28860128,  4.34,  0.679
