"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-192-12.D","18 Dec 2018  11:34    ","2H_CTRL01","P10:E5 BAC-01"
"PBM Apex"
"Tue Dec 18 16:40:59 2018"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
145, 26.1032, 0.0166,"1-CHLORO-2,3-DIMETHYL-6-NITROBENZENE $$ Benzene, 2-chloro-3,4-dimethyl-1-nitro- (CAS) $$ o-Xylene, 3-chloro-4-nitro-", 69733,"052328-28-6",25
146, 26.1926, 0.0431,"3,4-dimethyl-4-hydroxynaphthalen-1(4H)-one $$ 1(4H)-Naphthalenone, 4-hydroxy-3,4-dimethyl-", 72787,"078127-79-4",83
147, 26.4173, 1.8670,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl- (CAS) $$ 1,1,6-trimethyl-1,2-dihydronaphthalene $$ 3,8,8-Trimethildihydronaphthalene", 57820,"030364-38-6",95
148, 26.6150, 0.0428,"iso-VALERIC ACID",  7593,"000503-74-2",38
149, 26.6431, 0.0435,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7431,"000503-74-2",35
150, 26.7760, 0.0469,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7427,"000503-74-2",53
151, 26.8028, 0.0183,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7427,"000503-74-2",50
152, 26.8288, 0.0403,"Pentanoic acid (CAS) $$ Valeric acid $$ n-Valeric acid $$ Valerianic acid $$ n-Pentanoic acid $$ Propylacetic acid $$ 1-Butanecarboxylic acid $$ n-C4H9COOH $$ Butanecarboxylic acid $$ Valeric acid, N- $$ Kyselina valerova $$ NA 1760",  7416,"000109-52-4",49
153, 26.8999, 0.0411,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7427,"000503-74-2",43
154, 27.0370, 1.1230,"Thieno[3,2-c]pyridine 5-Oxide Hemihydrate $$ Thieno[3,2-c]pyridine, 5-oxide (CAS)", 36403,"086344-82-3",43
155, 27.2127, 0.1856,"3-hydroxy-5-methoxybenzaldehyde", 37235,"057179-35-8",83
156, 27.6226, 0.0905,"SANTENE $$ BICYCLO[2.2.1]HEPT-2-ENE, 2,3-DIMETHYL", 16005,"000529-16-8",47
157, 27.7106, 0.0483,"1-(2-Methylbutyl)-2-formyl pyrrole", 50153,"000000-00-0",64
158, 28.0699, 0.1171,"1-Isoamyl-2-formyl pyrrole", 50152,"000000-00-0",94
159, 28.2451, 0.0621,"Epi-.beta.-santalol $$ 2-Penten-1-ol, 2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-, [1R-[1.alpha.,2.beta.(Z),4.alpha.]]- $$ (+)-Epi-.beta.-santalol",105927,"042495-69-2",43
160, 28.3925, 0.1836,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",72
161, 28.5306, 0.0738,".beta.-Damascenone $$ 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-, (E)- (CAS) $$ Damascenone $$ Damascenone, trans- $$ trans-.beta.-Damascenone $$ 2,6,6-Trimethyl-1-trans-crotonoyl-1,3-cyclohexadiene $$ (E)-1-(2,6,6-trimethylcyclohexa-1,3-d", 74587,"023726-93-4",94
162, 28.6579, 0.0370,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine", 74502,"083568-41-6",46
163, 28.8286, 0.0348,"1,3-Cyclopentadiene, trimethyl- (CAS) $$ Trimethylcyclopentadiene $$ Cyclopentadiene, trimethyl-",  9239,"072347-62-7",46
164, 28.9288, 0.0442,"trans-Carveol $$ 2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ p-Mentha-6,8-dien-2-ol, trans- $$ trans-Mentha-1,8-dien-6-ol", 38183,"001197-07-5",95
165, 29.2442, 0.0712,"Phenol, 2,3,5,6-tetramethyl- (CAS) $$ Durenol $$ Phenol, tetramethyl- $$ 2,3,5,6-Tetramethylphenol $$ Durophenol", 35751,"000527-35-5",64
166, 29.7178, 0.0144,"carveol 2", 37837,"000000-00-0",49
167, 29.9229, 0.0221,"Benzenemethanol (CAS) $$ Benzyl alcohol $$ Benzal alcohol $$ Phenylmethanol $$ Phenylcarbinol $$ Benzenecarbinol $$ .alpha.-Toluenol $$ .alpha.-Hydroxytoluene $$ (Hydroxymethyl)benzene $$ Phenylmethyl alcoholine $$ Phenylmethyl alcohol $$ Benzoyl alcohol",  9164,"000100-51-6",95
168, 30.0516, 0.0273,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174361,"000556-67-2",87
169, 30.0733, 0.0406,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174362,"000556-67-2",87
170, 30.2238, 0.0321,"1H-Indole, 2,3-dihydro-1,3,3-trimethyl-2-methylene- (CAS) $$ Fischer base $$ Fischer's base $$ 2-Methylene-1,3,3-trimethylindoline $$ 1,3,3-Trimethyl-2-methyleneindoline $$ Indoline, 1,3,3-trimethyl-2-methylene- $$ Fischers Base $$ Indoline, 2-methylene-1", 58244,"000118-12-7",50
171, 30.8328, 0.0380,"Benzeneethanol (CAS) $$ Phenethyl alcohol $$ PEA $$ PHENETHYL ALCOLHOL $$ Phenethanol $$ .beta.-PEA $$ Benzyl carbinol $$ 2-Phenylethanol $$ Ethanol, 2-phenyl- $$ 2-Phenethyl alcohol $$ .beta.-Phenylethanol $$ .beta.-Phenethyl alcohol $$ .beta.-Hydroxyeth", 15779,"000060-12-8",81
172, 30.9081, 0.0346,"BUTYL HYDROXY TOLUENE",106031,"000128-37-0",95
173, 30.9868, 0.0278,".ALPHA.-CALACORENE", 85545,"021391-99-1",64
174, 31.1319, 0.0198,"Indolizine (CAS) $$ Indolizin $$ Pyrrocolin $$ Pyrrocoline $$ Pyrrolo[1,2-a]pyridine", 13758,"000274-40-8",64
175, 31.2450, 0.0240,"6-chloro-11,11-dimethyl-10,11-dihydro-7,10-epoxy-7H-cyclohepta[d]-1,2,4-triazolo[1,5-b]pyridazine $$ 7,10-Epoxy-7H-cyclohepta[d]tetrazolo[1,5-b]pyridazine, 6-chloro-10,11-dihydro-11,11-dimethyl-",146769,"112998-27-3",72
176, 31.5499, 0.0233,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine", 74502,"083568-41-6",42
177, 31.6928, 0.0129,"Benzofurazan, 5-(dimethylamino)- (CAS)", 47867,"006124-22-7",49
178, 32.0304, 0.0448,"Benzene, 1-(1,3-dimethyl-3-butenyl)-4-fluoro- (CAS) $$ 1-PENTENE, 4-(4-FLUOROPHENYL)-2-METHYL-", 62694,"074646-34-7",35
179, 33.0264, 0.0299,"Bicyclo[3.2.1]oct-2-ene, 3-methyl-4-methylene- (CAS)", 23433,"049826-53-1",70
180, 33.1275, 0.0812,"Benzene, 1,4-dimethyl-2,5-bis(1-methylethyl)- (CAS) $$ 1,4-Dimethyl-2,5-diisopropylbenzene $$ p-Xylene, 2,5-diisopropyl- $$ 1,4-Diisopropyl-2,5-dimethylbenzene $$ 2,5-Diisopropyl-p-xylene", 74775,"010375-96-9",64
181, 33.5860, 0.0122,"1H-Pyrrole-2-carboxaldehyde (CAS) $$ 2-Formylpyrrole $$ Pyrrole-2-aldehyde $$ Pyrrole-2-carboxaldehyde $$ 2-Pyrrolylcarboxaldehyde $$ .alpha.-Pyrrolaldehyde $$ 2-Pyrrolecarbaldehyde $$ 2-Pyrrolecarboxaldehyde",  4929,"001003-29-8",80
182, 33.6770, 0.0100,"Cinnoline, 4-ethyl-3-methyl- (CAS)", 57634,"020873-32-9",64
183, 34.5902, 0.0602,"2-ACETYL-6-METHOXYNAPHTHALENE", 85270,"000000-00-0",50
184, 35.4523, 0.0243,"1,5,9-trimethyl-2-oxatricyclo[7.3.0.0(3,8)]dodec-3(8),4,6-triene", 87230,"000000-00-0",72
185, 35.7892, 0.0186,"1H-Inden-1-one, 2,3-dihydro-3,3,5,6-tetramethyl- (CAS) $$ 3,3,5,6-TETRAMETHYL-1-INDANONE", 72919,"054789-22-9",81
186, 36.9972, 0.0238,"EUGENOL", 48951,"000097-53-0",95
